,Unnamed: 0,post_datetime,post_title_link,post_title_text,post_hood,detail_body,Completed,pay_from_post,pay_rate
483,483,2022-09-12T22:17:02.000Z,https://boston.craigslist.org/gbs/tlg/7533106419.html,CASTING CALL: WILL YOUR FIANCÉ BE GOING TO JAIL SOON?,boston/cambridge/brookline,,True,,lump
484,484,2022-09-12T21:47:27.000Z,https://boston.craigslist.org/nos/crg/7533094389.html,Portrait Photographer 4-6 weeks,Salem,,True,17.0,hourly
485,485,2022-09-12T21:39:39.000Z,https://boston.craigslist.org/gbs/crg/7533091247.html,"Charity Ride Event Photographer needed Saturday, September 17th",Boston,,True,250.0,lump
486,486,2022-09-12T21:08:47.000Z,https://boston.craigslist.org/bmw/wrg/7533077743.html,++ISO Local Middle School Tutor//$40/Hour//1.5 Hrs Min.++,Watertown / Surrounding,,True,40.0,hourly
487,487,2022-09-12T20:28:00.000Z,https://boston.craigslist.org/gbs/lbg/7533058455.html,👀👀 LOOKING FOR LANDSCAPER - FULL TIME & PART TIME 💰,boston/cambridge/brookline,,True,1000.0,weekly
488,488,2022-09-12T20:26:39.000Z,https://boston.craigslist.org/gbs/crg/7533057830.html,Female Model Opportunity,Seaport,,True,300.0,hourly
489,489,2022-09-12T20:21:17.000Z,https://boston.craigslist.org/gbs/lbg/7533055303.html,"Choose your Delivery Shifts. Make up to $25/hr, get paid fast!",boston/cambridge/brookline,,True,25.0,hourly
490,490,2022-09-12T20:20:24.000Z,https://boston.craigslist.org/sob/lbg/7533054890.html,Need moving helpers - good for college students,South of Boston / Cape Cod,,True,25.0,hourly
491,491,2022-09-12T18:42:40.000Z,https://boston.craigslist.org/gbs/dmg/7533004563.html,Puls Appliance Repair Technician - 1+ Years Experience 🧰 🛠,02130,,True,4060.0,weekly
492,492,2022-09-12T17:21:22.000Z,https://boston.craigslist.org/gbs/lbg/7532959920.html,Package delivery helper,boston/cambridge/brookline,,True,21.0,hourly
493,493,2022-09-12T16:53:49.000Z,https://boston.craigslist.org/gbs/evg/7532944336.html,WANTED: Event Marketer for a Country Estate,Boston,,True,,hourly
494,494,2022-09-12T16:47:21.000Z,https://boston.craigslist.org/gbs/lbg/7532940924.html,🌲Got Tree Service Crew❓ Work with us Get More Work!,Must be Relieable & Accountable cover all area,,True,11.0,lump
495,495,2022-09-12T16:36:07.000Z,https://boston.craigslist.org/gbs/lbg/7532934844.html,Help moving,Lewiston Maine,,True,400.0,lump
496,496,2022-09-12T16:02:14.000Z,https://boston.craigslist.org/nwb/lbg/7532915144.html,Odd Jobs,Northshore,,True,19.0,hourly
497,497,2022-09-12T15:34:08.000Z,https://boston.craigslist.org/gbs/dmg/7532899780.html,"Hair lice technicians $40-$45/hr, commission, tips, work with kids.",Boston and surrounding area,,True,42.5,hourly
498,498,2022-09-12T15:30:17.000Z,https://boston.craigslist.org/nos/lbg/7532897492.html,Seeking Warehouse Staff at Restaurant Depot in Andover,north shore,,True,15.5,hourly
499,499,2022-09-12T15:20:14.000Z,https://boston.craigslist.org/gbs/cpg/7532892221.html,Health Behavior Study,Boston,,True,50.0,lump
500,500,2022-09-12T15:18:57.000Z,https://boston.craigslist.org/gbs/cwg/7532891529.html,Freelance AV Technicians,Boston Metro,,True,36.25,lump
501,501,2022-09-12T14:55:48.000Z,https://boston.craigslist.org/gbs/dmg/7532879126.html,Teach kids Photography after-school 1x/week and make $55 an hour,boston/cambridge/brookline,,True,55.0,hourly
502,502,2022-09-12T14:38:46.000Z,https://boston.craigslist.org/gbs/cpg/7532870969.html,Startup web developer (remote / equity only / part-time),Remote,,True,,hourly
503,503,2022-09-12T12:48:18.000Z,https://boston.craigslist.org/nwb/lbg/7532826443.html,Pool Closing GIG,Billerica,,True,,lump
504,504,2022-09-12T12:08:03.000Z,https://boston.craigslist.org/bmw/lbg/7532816225.html,Operators Needed for Winter Snow Removal,Norwood,,True,40.0,hourly
505,505,2022-09-12T12:07:07.000Z,https://boston.craigslist.org/bmw/lbg/7532816015.html,Equipment Needed for Snow Removal,Norwood,,True,,hourly
506,506,2022-09-12T02:50:31.000Z,https://boston.craigslist.org/sob/lbg/7532761595.html,Need someone for kitchen and bath remodels,Braintree,,True,1000.0,daily
507,507,2022-09-12T02:12:03.000Z,https://boston.craigslist.org/gbs/lbg/7532754102.html,Hiring Carpenters In New Hampshire/Mass,boston/cambridge/brookline,,True,,hourly
508,508,2022-09-12T02:11:45.000Z,https://boston.craigslist.org/gbs/cpg/7532754031.html,Hiring Social Media Manager,remote,,True,,hourly
509,509,2022-09-12T02:10:03.000Z,https://boston.craigslist.org/sob/lbg/7532753625.html,HVAC Service Tech positions available!,Weymouth,,True,38.0,hourly
510,510,2022-09-12T02:07:08.000Z,https://boston.craigslist.org/bmw/dmg/7532753016.html,Focus Group for Consumers on Pet Health,"Boston, MA",,True,75.0,lump
511,511,2022-09-12T01:57:33.000Z,https://boston.craigslist.org/gbs/lbg/7532750809.html,Looking for people wanting to run their own trades business,boston/cambridge/brookline,,True,,lump
512,512,2022-09-12T00:43:25.000Z,https://boston.craigslist.org/nos/tlg/7532732584.html,Rock that Buzz Cut,north shore,,True,450.0,lump
513,513,2022-09-12T00:00:55.000Z,https://boston.craigslist.org/nwb/crg/7532719759.html,Focus Group for Consumers on Microsoft 365,"Boston, MA",,True,150.0,lump
514,514,2022-09-11T21:53:32.000Z,https://boston.craigslist.org/bmw/dmg/7532678926.html,Part time Housekeeper five days a week,Newton & Jamaica Plain,,True,,hourly
515,515,2022-09-11T21:16:35.000Z,https://boston.craigslist.org/gbs/dmg/7532665886.html,"NEED CLEANERS TO START THIS WEEK - $23+/hr, Paid Daily",boston/cambridge/brookline,,True,23.0,hourly
516,516,2022-09-11T18:50:00.000Z,https://boston.craigslist.org/gbs/cpg/7532609144.html,Wordpress developer needed to finish a website,boston/cambridge/brookline,,True,3000.0,lump
517,517,2022-09-11T18:43:27.000Z,https://boston.craigslist.org/gbs/lbg/7532606366.html,office assistant / staff,boston/cambridge/brookline,,True,18.5,lump
518,518,2022-09-11T18:36:34.000Z,https://boston.craigslist.org/gbs/cwg/7532603408.html,small deliveries,boston/cambridge/brookline,,True,20.0,hourly
519,519,2022-09-11T18:27:50.000Z,https://boston.craigslist.org/gbs/lbg/7532599800.html,Furniture Assembly Gig,Boston,,True,150.0,lump
520,520,2022-09-11T17:04:43.000Z,https://boston.craigslist.org/gbs/tlg/7532565097.html,BIGO LIVE NEEDS BROADCASTERS! PAID OPPORTUNITY,boston/cambridge/brookline,,True,12500.0,lump
521,521,2022-09-11T16:45:38.000Z,https://boston.craigslist.org/gbs/dmg/7532557199.html,PT Housekeeper Wanted,Westwood,,True,22.0,hourly
522,522,2022-09-11T16:32:06.000Z,https://boston.craigslist.org/nwb/tlg/7532551636.html,Model need ( Amateur ok- paid assignment),Woburn/Burlington,,True,,lump
523,523,2022-09-11T15:45:47.000Z,https://boston.craigslist.org/nos/lbg/7532533417.html,Movers,north shore,,True,20.0,hourly
524,524,2022-09-11T15:36:01.000Z,https://boston.craigslist.org/gbs/lbg/7532529815.html,Need my apartment deep cleaned.,Mattapan,,True,,hourly
525,525,2022-09-11T15:26:43.000Z,https://boston.craigslist.org/gbs/evg/7532526202.html,Lowell Street Team Promo for Hip Hop Concert,Lowell,,True,20.0,hourly
526,526,2022-09-11T15:24:22.000Z,https://boston.craigslist.org/gbs/evg/7532525373.html,Boston Street Team Promo for Hip Hop Concert,"Boston,",,True,20.0,hourly
527,527,2022-09-11T15:22:46.000Z,https://boston.craigslist.org/sob/lbg/7532524744.html,Need siding repaired,Weymouth,,True,,daily
528,528,2022-09-11T15:21:37.000Z,https://boston.craigslist.org/gbs/tlg/7532524345.html,HELP PROMOTE MY UNIQUE SONG AND GET PAID!,Boston,,True,,hourly
529,529,2022-09-11T14:43:11.000Z,https://boston.craigslist.org/gbs/evg/7532510447.html,Event/Catering Servers & Bartenders,Boston & Suburbs,,True,,hourly
530,530,2022-09-11T14:31:56.000Z,https://boston.craigslist.org/nos/evg/7532506729.html,BUSINESS CARD DISTRIBUTION . . .,North Shore area,,True,,hourly
531,531,2022-09-11T14:20:55.000Z,https://boston.craigslist.org/gbs/dmg/7532503182.html,Airbnb Cleaner Today 9/11 in Chelsea $30/hr,boston/cambridge/brookline,,True,30.0,hourly
532,532,2022-09-11T13:17:56.000Z,https://boston.craigslist.org/gbs/lbg/7532484771.html,Movers Wanted Saturday 9/17,Burlington,,True,300.0,lump
533,533,2022-09-11T12:10:53.000Z,https://boston.craigslist.org/gbs/lbg/7532470591.html,Appliance Repair Technician - Get Paid 3x Per Week 💰💰💰,02478,,True,4060.0,weekly
534,534,2022-09-11T03:04:58.000Z,https://boston.craigslist.org/gbs/dmg/7532425432.html,Focus Group for Women on Hair Care,"Boston, MA",,True,100.0,lump
535,535,2022-09-11T03:00:49.000Z,https://boston.craigslist.org/sob/lbg/7532424727.html,RETAIL MERCHANDISERS/ GEN LABORERS - MUST START THIS MON 9/12,"PEMBROKE, MA",,True,15.0,lump
536,536,2022-09-10T22:30:32.000Z,https://boston.craigslist.org/nwb/evg/7532357092.html,retail fair,maynard,,True,25.0,hourly
537,537,2022-09-10T21:14:57.000Z,https://boston.craigslist.org/gbs/crg/7532329986.html,Jury Focus Group via Zoom,via Zoom,,True,75.0,hourly
538,538,2022-09-10T21:00:09.000Z,https://boston.craigslist.org/gbs/lbg/7532323973.html,Painting Company or Painter,Boston,,True,,lump
539,539,2022-09-10T19:31:50.000Z,https://boston.craigslist.org/gbs/cwg/7532286520.html,Study participants wanted: Earn up to $750,Boston,,True,750.0,lump
540,540,2022-09-10T17:06:18.000Z,https://boston.craigslist.org/gbs/lbg/7532217600.html,Construction Cost Estimator,Charlestown,,True,,lump
541,541,2022-09-10T15:27:49.000Z,https://boston.craigslist.org/nos/tlg/7532167932.html,female model for buzzcut,wakefield,,True,,lump
542,542,2022-09-10T15:08:37.000Z,https://boston.craigslist.org/nwb/lbg/7532159067.html,Clearing a bush and hauling trash,Chelmsford,,True,12.0,hourly
543,543,2022-09-10T15:02:01.000Z,https://boston.craigslist.org/gbs/dmg/7532155906.html,Impact of Racism study,boston/cambridge/brookline,,True,100.0,lump
544,544,2022-09-10T15:01:23.000Z,https://boston.craigslist.org/gbs/lbg/7532155588.html,All around construction guy 40-60hrs weekly,boston/cambridge/brookline,,True,20.0,lump
545,545,2022-09-10T14:22:09.000Z,https://boston.craigslist.org/gbs/lbg/7532137658.html,Gig for Athlete,Cambridge - Arlington - Somerville,,True,,lump
546,546,2022-09-10T13:53:35.000Z,https://boston.craigslist.org/gbs/lbg/7532126796.html,tapers,all,,True,100.0,lump
547,547,2022-09-10T12:11:01.000Z,https://boston.craigslist.org/gbs/dmg/7532097351.html,EPA Licensed Appliance Repair Technician with Puls - Up To $80/Hour,02139,,True,80.0,hourly
548,548,2022-09-10T11:39:06.000Z,https://boston.craigslist.org/gbs/lbg/7532091627.html,Helper,Franklin,,True,150.0,daily
549,549,2022-09-10T11:01:20.000Z,https://boston.craigslist.org/bmw/dmg/7532086518.html,Focus Group on Hotels,"Boston, MA",,True,125.0,lump
550,550,2022-09-10T09:07:09.000Z,https://boston.craigslist.org/bmw/dmg/7532078046.html,Interview for Small Business Owners/Managers,"Boston, MA",,True,350.0,lump
551,551,2022-09-10T09:00:53.000Z,https://boston.craigslist.org/nwb/dmg/7532077668.html,Focus Group on Eye Drop Products,"Boston, MA",,True,125.0,lump
552,552,2022-09-10T05:03:44.000Z,https://boston.craigslist.org/nwb/dmg/7532061386.html,Focus Group on Travel in Boston,"Boston, MA",,True,175.0,lump
553,553,2022-09-10T03:58:56.000Z,https://boston.craigslist.org/gbs/evg/7532053059.html,Female driver/tour guide wanted,"Boston, ma",,True,500.0,lump
554,554,2022-09-10T02:01:21.000Z,https://boston.craigslist.org/gbs/tlg/7532031154.html,Focus Group for Kids on TV Shows,"Boston, MA",,True,150.0,lump
555,555,2022-09-09T22:07:04.000Z,https://boston.craigslist.org/gbs/evg/7531956424.html,Cooks and Culinary Workers and Dishwashers needed immediately,Dedham,,True,30.0,hourly
556,556,2022-09-09T21:56:46.000Z,https://boston.craigslist.org/nwb/lbg/7531952032.html,Garage door installed,Chelmsford,,True,,lump
557,557,2022-09-09T21:51:08.000Z,https://boston.craigslist.org/sob/evg/7531949811.html,"Cooks, Culinary Workers and Dishwashers needed Immediately",Quincy,,True,30.0,hourly
558,558,2022-09-09T21:49:00.000Z,https://boston.craigslist.org/gbs/lbg/7531948974.html,Immediate Need-A GUTTER CLEANER to cover!,Boston,,True,30.0,hourly
559,559,2022-09-09T21:33:09.000Z,https://boston.craigslist.org/gbs/lbg/7531942630.html,Cooks and Culinary Staff and Dishwashers needed Immediately,Boston,,True,30.0,hourly
560,560,2022-09-09T21:21:40.000Z,https://boston.craigslist.org/gbs/dmg/7531937727.html,House Cleaner Cash!!! Child Care Bonus!!!!!,Newton,,True,,daily
561,561,2022-09-09T21:17:06.000Z,https://boston.craigslist.org/bmw/lbg/7531935726.html,Quick $40 if you are near Shaws in Sudbury,Sudbury,,True,40.0,lump
562,562,2022-09-09T20:21:14.000Z,https://boston.craigslist.org/sob/lbg/7531910007.html,Moving Help Needed.,Andover,,True,25.0,hourly
563,563,2022-09-09T20:09:54.000Z,https://boston.craigslist.org/bmw/lbg/7531904749.html,Individual Landscaper for Fall winter work!!,metro west,,True,27.5,hourly
564,564,2022-09-09T18:51:15.000Z,https://boston.craigslist.org/gbs/evg/7531866789.html,🥂9/24 - Event Staff - Tips Bartenders/Registration,Boston,,True,18.0,hourly
565,565,2022-09-09T18:15:19.000Z,https://boston.craigslist.org/gbs/lbg/7531848745.html,Appliance Repair Technician - Up to $4060 Per Week!,02139,,True,4060.0,weekly
566,566,2022-09-09T17:58:02.000Z,https://boston.craigslist.org/sob/dmg/7531839328.html,Using Nexplanon™ Arm Implant 2+ Yrs? Compensation up to $1500!,south shore,,True,1500.0,lump
567,567,2022-09-09T17:57:49.000Z,https://boston.craigslist.org/nwb/evg/7531839223.html,Bass Player,Northshore and Merrimack area,,True,,weekly
568,568,2022-09-09T17:57:03.000Z,https://boston.craigslist.org/nwb/dmg/7531838857.html,SURROGATES NEEDED ❤️ Earn $50-70k+ ❤️ Immediate $500 bonus,"Boston (Northwest/Merrimack), MA",,True,275.0,lump
569,569,2022-09-09T17:16:08.000Z,https://boston.craigslist.org/bmw/cpg/7531818070.html,$150 Paid study for people in sales or marketing at small businesses,remote/online,,True,150.0,lump
570,570,2022-09-09T17:08:40.000Z,https://boston.craigslist.org/gbs/lbg/7531814033.html,Carpenter/helper,Somerville,,True,,hourly
571,571,2022-09-09T16:52:25.000Z,https://boston.craigslist.org/gbs/dmg/7531804852.html,Teach kids School after-school 1x/week and make $55 an hour,boston/cambridge/brookline,,True,55.0,hourly
572,572,2022-09-09T16:49:25.000Z,https://boston.craigslist.org/gbs/lbg/7531803226.html,"part time store cleaner needed, One Morning a week","Watertown and Stoughton, Mass",,True,16.0,hourly
573,573,2022-09-09T16:44:04.000Z,https://boston.craigslist.org/bmw/crg/7531800269.html,Photographer Wanted - Natick Mall,"Natick, MA",,True,82.5,lump
574,574,2022-09-09T16:37:59.000Z,https://boston.craigslist.org/gbs/dmg/7531796929.html,Earn $ for your supermarket trip,Boston,,True,1.0,lump
575,575,2022-09-09T16:25:26.000Z,https://boston.craigslist.org/nos/lbg/7531789704.html,Looking for someone to help me in the afternoon around the house,Lowell,,True,,lump
576,576,2022-09-09T15:31:06.000Z,https://boston.craigslist.org/nos/lbg/7531760192.html,Experienced Brick Layer,Everett,,True,,lump
577,577,2022-09-09T15:10:13.000Z,https://boston.craigslist.org/gbs/dmg/7531749479.html,Drivers Needed In Airport Transportation Dorchester Roxbury Cash Daily,Dorchester $$$$$$$$,,True,416.25,hourly
578,578,2022-09-09T14:56:03.000Z,https://boston.craigslist.org/gbs/lbg/7531742195.html,Doorbell,Westwood,,True,,lump
579,579,2022-09-09T13:50:19.000Z,https://boston.craigslist.org/sob/lbg/7531712220.html,YARD WORK AND PAINTER,Hull,,True,40.0,lump
580,580,2022-09-09T13:16:13.000Z,https://boston.craigslist.org/gbs/lbg/7531699252.html,Moving help needed,East Walpole,,True,,daily
581,581,2022-09-09T12:38:07.000Z,https://boston.craigslist.org/bmw/lbg/7531687867.html,painter,wellesley,,True,20.0,hourly
582,582,2022-09-09T10:17:31.000Z,https://boston.craigslist.org/bmw/crg/7531664972.html,Focus Group for Albertson's & Star Market Shoppers in Boise & Boston,"Boston, MA",,True,75.0,lump
583,583,2022-09-09T10:12:39.000Z,https://boston.craigslist.org/gbs/crg/7531664649.html,Focus Group on Sweeteners,"Boston, MA",,True,200.0,lump
584,584,2022-09-09T10:06:42.000Z,https://boston.craigslist.org/nwb/evg/7531664184.html,Focus Group on Food,"Boston, MA",,True,100.0,lump
585,585,2022-09-09T09:05:02.000Z,https://boston.craigslist.org/gbs/cwg/7531660336.html,Focus Group for Patients on Chronic Lymphocytic Leukemia,"Boston, MA",,True,185.0,lump
586,586,2022-09-09T07:08:04.000Z,https://boston.craigslist.org/gbs/cpg/7531654211.html,REFERRAL AGENTS NEEDED- UP TO 20K PER REFERRAL,Nationwide,,True,294500.0,lump
587,587,2022-09-09T03:34:11.000Z,https://boston.craigslist.org/gbs/lbg/7531632413.html,Fatigue/Muscle Soreness Research Study,boston/cambridge/brookline,,True,3200.0,lump
588,588,2022-09-09T02:04:38.000Z,https://boston.craigslist.org/bmw/dmg/7531614958.html,Product Test for Women on Feminine Products,"Boston, MA",,True,125.0,lump
589,589,2022-09-09T00:50:25.000Z,https://boston.craigslist.org/nos/lbg/7531596028.html,Finish basement,Danvers,,True,,lump
590,590,2022-09-09T00:46:06.000Z,https://boston.craigslist.org/bmw/lbg/7531594707.html,CARGO VAN OR BOX TRUCK WITH MOVER NEEDED,metro west,,True,1800.0,lump
591,591,2022-09-09T00:28:49.000Z,https://boston.craigslist.org/nos/lbg/7531589451.html,Product Test for Consumers in Boston & Detroit,"Boston, MA",,True,150.0,lump
592,592,2022-09-09T00:26:54.000Z,https://boston.craigslist.org/gbs/dmg/7531588814.html,Focus Group on Pizza,"Boston, MA",,True,200.0,lump
593,593,2022-09-09T00:25:47.000Z,https://boston.craigslist.org/nwb/dmg/7531588496.html,Personal Care Attendant (PCA),Chelmsford,,True,20.0,lump
594,594,2022-09-08T22:34:36.000Z,https://boston.craigslist.org/gbs/lbg/7531550886.html,Moving help needed,Walpole,,True,,daily
595,595,2022-09-08T21:27:29.000Z,https://boston.craigslist.org/gbs/evg/7531524574.html,"Looking for Bartenders, Students, Concierges, Uber drivers, Sales…",Rocky Hill,,True,100.0,daily
596,596,2022-09-08T20:57:08.000Z,https://boston.craigslist.org/gbs/evg/7531511663.html,🧔👩🍔 Make money offering a unique software to Restaurants,"flexible, set your own hours",,True,450.0,hourly
597,597,2022-09-08T20:27:52.000Z,https://boston.craigslist.org/gbs/evg/7531498808.html,Local Brand Ambassador for Healthy Snack Food Company,"Boston, MA",,True,20.0,hourly
598,598,2022-09-08T18:36:52.000Z,https://boston.craigslist.org/gbs/cpg/7531447038.html,$150 - Paid research study (remote),boston/cambridge/brookline,,True,150.0,lump
599,599,2022-09-08T18:20:31.000Z,https://boston.craigslist.org/gbs/dmg/7531439121.html,Expiration Date Checkers Needed!,Boston,,True,137.5,lump
600,600,2022-09-08T18:18:52.000Z,https://boston.craigslist.org/gbs/crg/7531438343.html,Packaging Assistant for Jewelry Studio $18/hr,"allston, MA",,True,18.0,hourly
601,601,2022-09-08T18:11:17.000Z,https://boston.craigslist.org/gbs/tlg/7531434593.html,**NOW CASTING COUPLES Struggling with Substance use Disorder**,boston/cambridge/brookline,,True,,lump
602,602,2022-09-08T18:03:03.000Z,https://boston.craigslist.org/gbs/cpg/7531430593.html,Sensor-Based Characterization of Depression: Virtual Study,Boston,,True,1069.0,lump
603,603,2022-09-08T17:54:04.000Z,https://boston.craigslist.org/gbs/lbg/7531426118.html,Event Support: Saturday 9.17.22 (basic bike mechanic knowledge),Boston,,True,17.5,hourly
604,604,2022-09-08T17:38:47.000Z,https://boston.craigslist.org/gbs/dmg/7531418758.html,Teach kids Coding after-school 1x/week and make $55 an hour,boston/cambridge/brookline,,True,55.0,hourly
605,605,2022-09-08T17:27:39.000Z,https://boston.craigslist.org/gbs/dmg/7531413161.html,Appliance Repair Technician with Puls 🧰 🔧,02155,,True,3.0,weekly
606,606,2022-09-08T17:03:13.000Z,https://boston.craigslist.org/gbs/tlg/7531400360.html,PEOPLE WITH FACIAL DIFFERENCES FOR NEW MEDICAL SERIES,boston/cambridge/brookline,,True,,lump
607,607,2022-09-08T16:26:01.000Z,https://boston.craigslist.org/gbs/evg/7531381095.html,"Sign Walkers / Wavers-$18/hr - Dedham, MA 02026",Dedham,,True,18.0,hourly
608,608,2022-09-08T15:13:24.000Z,https://boston.craigslist.org/gbs/lbg/7531343876.html,"Merchandiser - Boston, MA","Boston, MA",,True,11.25,lump
609,609,2022-09-08T14:15:01.000Z,https://boston.craigslist.org/gbs/lbg/7531316771.html,Competent Painter,Boston and surrounding areas,,True,,lump
610,610,2022-09-08T13:39:00.000Z,https://boston.craigslist.org/sob/dmg/7531301837.html,Surrogates Earn $50-70k+🍍 Great 2nd Job🍍 $500 application BONUS,"Boston (South Shore),MA",,True,275.0,lump
611,611,2022-09-08T12:53:06.000Z,https://boston.craigslist.org/gbs/lbg/7531286445.html,Are memories of a trauma interfering with your life?,McLean Hospital/Harvard Medical School,,True,280.0,lump
612,612,2022-09-08T12:18:19.000Z,https://boston.craigslist.org/nos/lbg/7531277710.html,Construction Carpenter,Gloucester,,True,25.0,lump
613,613,2022-09-08T11:47:56.000Z,https://boston.craigslist.org/nos/lbg/7531271609.html,Driver,Rowley,,True,20.0,lump
614,614,2022-09-08T10:54:03.000Z,https://boston.craigslist.org/bmw/lbg/7531264138.html,"CARPET/CARPET BINDER,VINYL PLANK INSTALLER TO JOIN OUR CREW",FRANKLIN/metrowest,,True,,lump
615,615,2022-09-08T05:38:11.000Z,https://boston.craigslist.org/gbs/lbg/7531242404.html,Looking for mobile mechanics,Boston,,True,,daily
616,616,2022-09-08T02:17:28.000Z,https://boston.craigslist.org/gbs/dmg/7531211310.html,Full Time Housekeeper needed for one floor luxury condo,Back Bay,,True,35.0,hourly
617,617,2022-09-07T23:05:20.000Z,https://boston.craigslist.org/gbs/lbg/7531153752.html,Painter framer carpenter needed,boston/cambridge/brookline,,True,,weekly
618,618,2022-09-07T23:04:40.000Z,https://boston.craigslist.org/gbs/evg/7531153508.html,Waitstaff and Bartenders Needed,Boston,,True,22.5,hourly
619,619,2022-09-07T21:30:47.000Z,https://boston.craigslist.org/gbs/lbg/7531116212.html,🚗🚗🚗 RINSE will pay for your gas to deliver! 🚗🚗🚗,boston/cambridge/brookline,,True,50.208333333333336,lump
620,620,2022-09-07T21:28:02.000Z,https://boston.craigslist.org/bmw/dmg/7531115061.html,Driver,Wakefield MA,,True,,lump
621,621,2022-09-07T21:13:11.000Z,https://boston.craigslist.org/gbs/lbg/7531108354.html,Wednesday 14th Ice Cream store Delivery Helper,Boston,,True,,hourly
622,622,2022-09-07T20:49:09.000Z,https://boston.craigslist.org/gbs/lbg/7531097518.html,11' Dinghy Transported - Charlestown to Duxbury,Charlestown,,True,,daily
623,623,2022-09-07T20:27:47.000Z,https://boston.craigslist.org/sob/crg/7531088049.html,I Need Exterior Renderings and Floor Plans Drafted,Anywhere,,True,,lump
624,624,2022-09-07T20:26:58.000Z,https://boston.craigslist.org/gbs/lbg/7531087680.html,Immediate Need-A GUTTER CLEANER to cover BOSTON MA!,boston/cambridge/brookline,,True,30.0,hourly
625,625,2022-09-07T20:21:56.000Z,https://boston.craigslist.org/gbs/cpg/7531085410.html,Data entry project,Brighton,,True,,hourly
626,626,2022-09-07T20:19:04.000Z,https://boston.craigslist.org/bmw/lbg/7531084088.html,Snow Plow Contractor Needed - Great Pay,Natick,,True,65.0,hourly
627,627,2022-09-07T19:54:34.000Z,https://boston.craigslist.org/sob/cpg/7531072306.html,Need an IT technician today for basic project,Plymouth,,True,103.33333333333331,hourly
628,628,2022-09-07T19:52:12.000Z,https://boston.craigslist.org/gbs/dmg/7531071210.html,Responsible and reliable person wanted,Back Bay/South End,,True,17.71,hourly
629,629,2022-09-07T19:28:17.000Z,https://boston.craigslist.org/nwb/evg/7531059699.html,Experienced **Food & Beverage** Brand Ambassador,Westford,,True,20.0,hourly
630,630,2022-09-07T19:27:48.000Z,https://boston.craigslist.org/bmw/evg/7531059488.html,Experienced **Food & Beverage** Brand Ambassador,Framingham,,True,20.0,hourly
631,631,2022-09-07T18:06:07.000Z,https://boston.craigslist.org/gbs/lbg/7531019065.html,$200 mix and pour 30 bags of concrete,Charlestown,,True,200.0,lump
632,632,2022-09-07T17:43:56.000Z,https://boston.craigslist.org/nwb/dmg/7531007592.html,House Cleaner,Lowell,,True,15.125,hourly
633,633,2022-09-07T17:04:55.000Z,https://boston.craigslist.org/gbs/evg/7530987459.html,** PROMOTE A NEW CBD COFFEEHOUSE FOR $2-4K PER WEEK NO COMPETITION **,ALL OF MA,,True,2.0,weekly
634,634,2022-09-07T16:58:48.000Z,https://boston.craigslist.org/nos/lbg/7530983864.html,Need Tow guy with Wheel Lift truck to move cars in parking lot,Gloucester,,True,30.0,lump
635,635,2022-09-07T16:45:06.000Z,https://boston.craigslist.org/gbs/tlg/7530976565.html,model test- Looking for interesting looking female model,Wayland,,True,50.0,hourly
636,636,2022-09-07T16:20:40.000Z,https://boston.craigslist.org/gbs/evg/7530963598.html,"Choose your Event Shifts. Make up to $25/hr, get paid fast!",boston/cambridge/brookline,,True,25.0,hourly
637,637,2022-09-07T15:57:01.000Z,https://boston.craigslist.org/bmw/lbg/7530950648.html,$19.00/hr Class D Driver's Needed (Non CDL)/ Conductor Necesario,Middlesex,,True,19.0,hourly
638,638,2022-09-07T15:11:19.000Z,https://boston.craigslist.org/gbs/evg/7530927467.html,CLEANING CREW -- GET PAID TODAY!,FENWAY - MGM MUSIC HALL,,True,15.0,hourly
639,639,2022-09-07T12:30:02.000Z,https://boston.craigslist.org/gbs/evg/7530864297.html,Part-Time Food Service Worker - Flexible Scheduling,Waltham,,True,100.0,daily
640,640,2022-09-07T12:24:29.000Z,https://boston.craigslist.org/nos/lbg/7530862938.html,AUTO BODY TRAINING POSITION . . .,Burlington/Billerica area,,True,,daily
641,641,2022-09-07T12:23:27.000Z,https://boston.craigslist.org/gbs/evg/7530862726.html,Part-Time Food Service Worker - Flexible Scheduling,North Andover,,True,100.0,daily
642,642,2022-09-07T12:13:05.000Z,https://boston.craigslist.org/nwb/lbg/7530860282.html,Experienced movers needed this morning at 9:00 a.m./9:30 a.m.,"Methuen, MA",,True,23.0,hourly
643,643,2022-09-07T11:26:51.000Z,https://boston.craigslist.org/gbs/lbg/7530852249.html,Driver,Franklin,,True,600.0,daily
644,644,2022-09-07T11:11:18.000Z,https://boston.craigslist.org/bmw/lbg/7530850390.html,Need 1 or 2 Movers ASAP,Hopkinton,,True,22.0,hourly
645,645,2022-09-07T10:55:23.000Z,https://boston.craigslist.org/nos/lbg/7530848616.html,Moving help. 1 strong person to help with odd items.,Melrose,,True,14.5,hourly
646,646,2022-09-07T07:40:11.000Z,https://boston.craigslist.org/gbs/tlg/7530836438.html,"2 COOMEDY WRITERS, 10 F MODELS, 1 JANITOR TYPE, ETC.",boston/cambridge/brookline,,True,,hourly
647,647,2022-09-07T03:15:04.000Z,https://boston.craigslist.org/gbs/cpg/7530809676.html,The lazy person's way to make $40 sitting at home,boston/cambridge/brookline,,True,40.0,lump
